26,4,45,82,83,56,63,22,53,75,16,27,69,1,53,4,56,74,23,28,60,40,14,37,2,65,93,50,88,12,10,85,21,91,4,35,80,1,85,10,7,4,22,6,70,37,43,5,79,81,74,90,28,27,22,62,8,36,74,60,85,12,94,24,76,6,22,53,45,36,58,84,65,67,23,46,68,61,95,26,89,92,92,81,80,66,27,25,24,60,76,70,54,29,27,65,79,13,51,69,99,75,6,98,81,10,30,64,59,50,93,41,31,53,45,50,5,64,70,90,33,44,55,79,99,47,41,16,69,22,90,4,47,30,79,74,27,39,83,10,72,36,8,19,93,13,12,51,12,79,96,64,92,92,27,48,74,72,48,63,96,87,67,99,79,97,7,70,4,22,38,31,8,19,12,19,50,61,26,57,93,87,76,46,33,63,48,11,4,48,73,47,22,69,73,8,63,94,37,49,23,34,59,11,18,90,17,7,33,83,75,21,49,5,17,52,74,11,48,66,1,84,9,69,91,7,29,3,98,23,75,16,27,54,11,12,41,69,45,62,63,20,30,53,64,46,38,97,76,74,59,30,3,83,71,44,57,41,82,48,14,53,82,40,63,10,43,94,22,30,70,16,84,12,13,15,23,21,98,53,99,34,64,44,31,2,93,83,98,8,22,59,43,63,27,77,56,28,82,19,20,91,46,60,61,15,7,9,48,7,72,68,39,5,80,62,33,91,7,9,73,31,8,97,22,32,72,30,93,15,32,24,23,42,23,50,67,13,86,28,91,43,53,13,29,89,25,76,78,20,79,32,88,15,67,80,52,14,89,62,5,45,86,74,20,3,22,20,15,67,72,40,11,13,4,6,29,91,89,83,13,29,72,83,33,92,61,27,77,30,34,82,55,69,21,90,11,17,91,1
26,58,71,30,40,15,34,24,62,2,27,24,90,68,48,86,12,77,72,63,45,36,65,86,74,45,52,91,30,81,43,70,77,50,30,2,15,15,42,57,35,79,56,21,97,37,93,21,90,33,45,85,11,39,12,15,27,67,28,18,51,41,84,10,44,12,18,78,67,84,84,12,57,10,63,46,17,65,42,15,70,25,96,88,54,92,12,18,86,22,69,33,9,36,12,47,80,36,12,81,20,59,51,5,44,91,76,66,57,72,9,83,56,9,68,23,74,25,78,31,32,76,46,98,36,87,68,44,56,81,93,83,65,63,62,7,77,9,3,79,29,29,44,78,45,37,98,29,44,97,59,79,52,8,18,79,19,75,11,41,33,32,54,17,88,65,11,73,84,37,99,14,11,15,98,72,78,85,12,38,27,76,19,15,19,40,67,17,64,23,13,60,65,76,53,47,28,4,98,78,10,27,79,5,55,30,55,38,57,96,18,67,48,97,88,85,60,14,21,14,55,67,49,44,30,38,1,95,80,52,62,2,54,26,29,38,56,25,69,46,18,37,21,88,17,85,34,63,43,86,87,98,72,23,57,49,36,8,86,53,20,75,75,30,73,99,1,12,47,77,63,22,44,77,21,41,74,73,42,43,74,89,81,1,35,37,9,68,4,68,61,93,92,67,35,53,56,1,57,50,66,29,80,31,26,4,11,37,68,45,51,62,93,48,20,95,12,7,29,18,52,61,58,66,69,81,42,75,43,92,69,53,57,53,37,84,51,9,55,54,39,31,89,92,97,73,32,84,25,25,89,8,8,79,20,40,11,35,41,83,24,14,2,46,94,91,25,50,70,55,97,69,36,45,65,28,41,88,21,50,90,18,24,6,85,53,47,48,72,78,1,31,15,85,8,3,49,3,45,78
25,98,7,31,43,91,18,94,43,4,78,80,5,49,5,36,37,81,42,73,70,83,84,37,53,32,87,97,57,44,60,57,61,18,67,1,71,36,66,58,19,79,57,3,63,79,56,41,72,50,18,44,74,35,99,63,75,83,86,99,92,1,77,84,54,63,85,20,26,96,32,95,7,48,2,43,25,95,95,68,13,83,33,68,29,44,15,2,71,15,90,95,13,7,29,94,1,31,20,20,12,1,35,77,43,81,76,20,35,20,65,65,89,89,66,55,11,25,23,20,12,65,90,74,49,88,14,4,5,10,63,78,39,40,68,39,89,11,89,82,71,98,16,94,29,3,71,3,58,81,30,90,67,9,5,96,28,16,55,4,43,61,45,8,88,34,64,29,5,69,61,2,98,94,23,34,39,6,22,76,48,19,96,99,60,80,50,9,13,89,30,64,67,78,19,42,87,15,7,11,86,71,48,6,49,46,26,29,60,33,50,94,4,16,3,34,52,24,47,17,43,92,15,40,26,7,95,24,96,69,80,28,31,86,34,56,6,4,63,48,47,33,40,5,40,74,91,26,50,23,51,84,90,54,30,31,10,69,2,58,35,93,76,14,74,76,56,67,1,1,53,91,67,91,93,76,16,18,93,19,3,66,97,14,17,23,49,38,36,30,65,9,98,17,23,96,37,42,79,16,63,31,71,70,72,7,17,67,62,13,69,98,86,45,20,49,29,20,91,54,49,88,77,55,48,27,7,99,21,24,89,20,57,62,48,66,85,89,74,58,10,67,72,9,39,17,14,28,49,44,82,74,62,59,74,78,11,6,35,38,38,39,87,42,1,82,40,43,16,68,65,38,33,92,17,78,81,23,60,37,14,25,79,4,92,96,36,71,51,29,69,34,57,15,82,74,22,77,75,84
23,38,53,12,15,45,2,63,27,90,59,17,33,87,75,34,71,64,95,58,56,6,40,24,74,65,71,36,42,67,18,21,33,30,12,32,44,35,14,74,16,61,16,35,21,55,54,95,49,5,10,40,16,27,46,48,46,95,82,18,13,95,46,35,10,43,74,81,32,44,71,34,45,85,90,3,78,39,92,14,86,94,94,30,84,14,24,9,3,38,82,88,13,51,10,84,87,4,79,80,34,26,64,7,71,65,54,61,43,16,38,17,57,26,72,29,83,75,59,19,7,67,99,85,93,91,4,80,80,64,59,76,66,34,87,29,71,60,31,36,2,44,86,59,81,93,44,55,26,81,58,33,74,90,73,6,58,68,93,49,5,5,90,20,27,77,27,9,70,87,47,7,25,81,18,38,43,67,61,65,28,1,5,78,78,93,85,65,46,36,2,7,39,5,75,72,21,14,13,74,84,53,41,34,21,17,81,53,23,39,6,91,33,67,48,20,72,93,71,30,76,70,70,65,38,48,86,49,13,35,87,10,64,22,18,38,94,25,39,72,77,60,94,92,88,22,89,81,2,91,85,43,3,47,39,35,80,74,28,76,6,93,73,96,84,2,41,51,31,6,31,70,60,90,39,69,45,63,65,23,99,42,42,75,4,65,39,3,57,90,22,12,78,92,5,81,37,6,11,7,3,60,13,92,67,14,67,70,28,38,45,41,4,99,18,87,45,90,46,12,37,14,95,29,63,17,80,50,99,99,4,77,3,55,16,4,65,52,30,40,16,15,95,36,98,11,91,6,45,6,41,71,95,18,99,15,26,46,54,18,85,99,27,14,58,53,39,54,33,28,39,86,73,14,34,43,64,59,11,36,43,58,87,53,47,14,8,92,85,49,56,48,12,75,40,86,37,70,59,52
67,78,7,16,70,91,55,54,85,22,36,23,13,41,50,93,23,79,91,96,45,76,89,24,81,13,19,93,53,52,81,62,90,29,31,8,25,68,26,26,30,2,36,94,66,66,31,23,62,50,53,35,5,39,78,70,57,68,34,44,72,6,39,5,57,85,1,60,55,39,16,22,35,60,98,72,61,58,96,24,10,73,49,1,23,1,12,42,23,44,92,17,22,39,44,81,3,71,27,56,80,28,89,47,46,11,71,41,85,61,48,38,78,12,27,43,65,80,30,10,40,34,83,92,78,73,12,2,53,67,39,68,48,34,38,74,22,79,40,75,68,19,52,31,76,76,58,54,93,2,63,8,81,67,72,45,96,91,17,82,73,2,30,43,55,48,28,57,47,34,43,87,91,5,46,55,80,56,24,28,11,89,17,51,87,80,75,80,59,37,7,29,38,80,19,71,16,82,96,26,5,5,36,65,28,90,92,74,80,32,79,55,62,68,40,40,90,61,69,27,9,42,26,15,34,93,49,4,61,86,1,74,46,78,70,37,5,4,71,74,21,64,2,47,85,27,55,96,67,85,48,74,95,42,28,56,63,32,39,13,31,90,54,66,62,44,61,29,26,73,18,8,50,93,13,50,37,90,40,20,40,92,12,1,44,86,10,84,73,38,92,63,93,35,26,13,84,28,90,47,2,37,48,33,81,27,81,11,50,53,21,9,97,96,50,26,6,54,18,68,51,17,21,60,55,35,25,15,51,93,80,99,59,9,81,45,48,47,13,27,31,35,66,94,71,11,79,63,15,16,64,17,14,4,14,80,21,65,61,60,34,61,1,10,44,55,79,70,62,81,65,48,66,40,92,66,47,38,7,63,51,23,36,53,57,73,13,30,97,19,26,20,90,83,21,6,48,71,76,37
48,84,99,27,95,94,97,44,21,8,84,1,22,37,26,41,47,93,84,33,21,10,20,38,54,25,29,86,97,30,31,68,29,86,57,53,28,72,4,40,48,91,10,72,97,85,73,81,64,89,77,68,62,52,54,78,17,2,34,28,40,88,18,54,25,32,85,5,19,51,40,17,82,68,3,34,32,12,32,4,41,40,80,34,9,48,3,2,29,30,34,35,14,22,12,36,45,8,13,49,63,20,96,70,30,81,38,87,73,13,41,75,16,78,89,72,76,9,62,85,7,56,90,90,43,88,35,89,32,96,40,10,75,41,33,30,82,39,31,85,95,87,79,70,27,5,65,14,82,8,12,56,62,85,98,66,3,27,37,14,11,38,67,47,48,86,81,80,43,26,60,44,84,33,31,70,8,59,4,69,16,14,20,55,15,5,39,32,65,46,46,36,79,51,19,63,83,75,49,70,28,6,79,7,66,8,69,36,2,82,48,11,10,91,51,28,82,49,81,61,19,14,89,9,29,94,17,96,99,51,38,85,49,72,34,28,33,87,90,53,66,69,8,20,19,95,37,32,76,54,98,55,70,57,28,10,50,36,42,46,65,83,50,49,49,14,10,56,37,23,82,93,84,14,29,31,3,95,81,9,13,83,29,80,22,49,18,99,38,68,21,76,14,43,42,20,68,35,37,34,99,37,93,78,87,92,4,61,17,93,75,10,50,72,18,43,71,14,83,60,90,55,23,75,11,57,51,35,1,27,66,8,76,64,17,81,23,80,9,34,39,87,54,27,55,24,82,53,9,48,57,88,60,70,95,58,37,53,31,23,84,73,23,63,55,28,39,81,65,69,3,19,51,96,77,31,5,75,69,61,23,54,65,34,39,53,8,96,13,41,23,86,95,95,42,89,43,33,5,83
22,83,84,94,3,45,81,2,12,98,88,77,82,61,74,71,41,75,93,86,78,68,85,44,77,59,9,99,91,93,46,14,79,8,40,63,50,42,54,27,84,57,74,50,79,27,42,64,85,61,18,60,75,91,62,72,6,58,65,43,78,66,47,68,40,94,7,40,39,16,39,7,58,46,28,99,99,63,83,36,13,86,11,1,50,66,30,11,76,23,64,97,79,96,79,1,74,69,49,66,68,84,61,84,78,57,93,63,98,6,74,83,13,7,6,4,89,23,95,60,76,49,88,58,80,69,91,46,30,95,20,74,92,32,59,69,91,72,37,14,41,41,44,70,62,61,34,23,28,11,65,84,9,43,41,68,67,56,3,9,99,41,85,18,57,50,2,27,72,33,79,37,69,98,17,20,76,29,73,96,84,68,45,64,79,88,76,57,57,37,40,77,84,71,21,96,33,89,5,83,94,98,31,45,71,76,61,80,63,58,67,84,71,42,61,4,45,95,9,58,5,70,69,78,96,17,19,79,16,45,59,95,88,16,56,4,9,77,26,44,40,40,69,38,68,17,67,70,86,52,15,67,86,64,59,1,13,2,37,65,16,31,47,58,32,48,71,34,50,43,90,16,72,57,43,93,91,48,84,39,81,81,16,49,13,44,2,95,31,48,66,54,32,36,82,47,21,21,34,79,32,63,22,46,30,89,95,23,53,13,80,55,87,7,68,43,42,59,9,98,54,41,35,74,10,29,94,36,26,42,19,72,77,78,7,17,47,29,82,29,40,47,41,32,15,82,47,70,78,79,25,16,62,34,38,89,5,91,46,80,21,15,39,42,91,95,61,81,60,92,92,17,69,80,31,18,15,63,31,31,73,50,56,35,30,55,27,52,84,17,40,42,29,23,80,91,35,73,95,47
5,80,65,48,65,20,6,12,64,28,27,15,73,4,51,2,49,3,36,57,17,70,7,28,64,21,95,14,48,19,78,32,96,36,26,23,42,70,15,72,60,92,26,63,8,21,40,42,81,64,21,90,50,6,64,32,90,86,33,39,53,42,44,50,55,10,30,94,85,67,4,96,75,50,77,52,82,92,40,59,42,57,20,69,30,59,25,52,34,77,94,90,22,62,30,95,59,6,35,68,68,41,53,69,80,30,90,98,55,51,55,85,65,9,6,93,77,53,63,9,76,6,69,64,90,33,23,16,81,75,29,91,53,70,25,61,32,21,35,12,75,38,59,17,19,95,92,37,37,72,79,8,94,78,58,61,80,13,18,32,79,11,2,71,33,34,39,3,59,2,29,25,30,55,17,80,71,99,17,57,87,79,84,27,40,90,98,85,52,64,31,91,6,69,49,52,83,90,70,73,80,36,91,48,79,69,83,21,40,28,63,38,20,23,23,61,33,88,83,1,25,94,51,31,44,28,6,79,35,92,87,55,91,92,57,10,90,41,9,52,78,27,65,49,78,90,60,87,21,62,88,58,50,42,23,71,82,12,99,37,83,84,77,60,79,41,89,72,14,23,39,14,12,49,73,80,39,1,95,12,2,93,77,63,22,98,93,59,33,67,31,77,12,83,48,36,63,96,98,4,99,85,23,70,47,13,65,20,11,74,68,91,29,83,82,17,22,54,90,5,70,84,60,99,18,11,57,8,50,70,75,60,15,28,64,42,77,68,62,23,39,26,16,55,98,1,47,33,32,47,56,28,99,30,41,38,72,52,41,99,42,60,42,8,67,7,76,53,92,49,31,65,13,88,96,67,66,46,45,33,83,36,77,74,28,37,40,78,67,65,84,72,6,72,97,4,92,49,34,94
4,20,35,58,65,6,20,35,84,74,27,48,22,2,56,34,98,71,96,66,97,64,90,74,48,23,91,80,1,83,18,92,50,30,50,49,99,58,36,52,24,15,21,9,66,80,29,66,6,36,96,31,83,64,62,52,10,88,23,2,9,97,20,71,70,27,40,85,53,30,80,88,57,37,2,89,21,32,17,2,59,21,51,6,53,45,87,86,77,15,24,52,24,2,80,33,93,75,88,59,39,20,61,40,97,8,13,79,40,3,66,64,4,1,91,55,26,68,62,34,8,70,36,72,50,41,54,60,78,73,65,2,5,99,25,37,53,18,9,86,78,42,77,97,50,82,1,86,55,71,8,31,61,44,18,9,53,85,44,16,43,79,52,76,80,19,37,96,78,88,79,80,98,52,31,75,93,47,77,85,9,20,5,65,30,74,68,6,1,65,47,23,36,42,16,93,9,58,71,60,9,40,14,51,25,16,52,58,88,86,34,99,85,83,97,68,83,16,76,47,86,38,88,14,89,32,64,26,12,83,36,78,79,85,40,57,51,3,68,62,86,45,85,26,17,31,15,29,24,2,72,21,18,49,66,3,36,23,7,41,3,24,89,1,58,76,53,75,98,37,62,37,84,19,24,67,94,90,86,9,11,4,90,67,16,40,40,23,89,90,31,61,46,32,28,57,51,18,68,67,91,59,32,23,25,15,60,17,78,79,41,87,59,80,44,16,45,84,7,54,22,47,87,27,59,98,50,32,38,84,21,95,88,38,69,82,86,3,6,66,56,36,19,17,6,48,70,96,3,67,39,52,9,47,83,15,84,50,61,82,68,99,62,51,10,32,68,78,13,4,48,82,3,9,35,89,79,77,7,84,46,29,69,83,43,43,69,35,98,46,69,6,99,6,17,60,48,61,14,40
63,10,96,19,26,78,83,37,80,5,67,7,62,24,83,51,75,29,47,50,52,64,77,69,13,83,14,70,80,13,78,71,66,35,21,65,5,61,8,85,56,1,17,80,47,16,87,87,35,27,11,95,74,2,12,15,8,29,69,17,23,77,94,66,66,24,1,48,5,73,20,8,92,99,34,86,15,15,42,54,55,99,29,75,69,22,26,32,16,19,9,79,90,73,4,95,62,65,25,56,42,75,12,1,29,4,26,66,99,36,26,41,72,48,3,14,52,76,95,96,93,89,86,22,95,30,46,46,94,10,70,99,40,78,37,6,26,79,38,19,92,44,27,98,81,11,7,75,69,43,33,35,21,61,7,22,25,51,21,85,6,54,63,53,94,64,71,55,28,2,27,66,66,71,45,14,6,31,81,87,48,13,4,73,67,60,34,26,18,9,41,52,28,98,69,65,24,90,18,4,14,42,17,77,79,74,16,29,81,6,41,95,21,27,42,87,73,35,97,72,97,65,94,33,33,3,93,12,85,97,17,3,45,30,27,7,41,69,42,35,95,47,10,58,8,9,44,30,30,75,92,75,47,96,76,42,84,68,45,12,99,41,46,2,47,13,11,32,40,61,10,88,21,28,18,80,6,57,44,68,10,14,7,19,29,65,85,40,33,85,27,10,80,20,89,4,9,3,31,9,70,4,4,87,54,14,62,60,21,28,3,2,55,37,78,21,19,12,1,52,98,34,69,11,82,2,38,75,75,10,5,40,95,82,5,70,3,53,86,95,87,11,35,91,34,37,83,36,88,64,40,4,50,89,36,60,9,82,67,51,95,73,84,63,96,72,82,50,77,26,30,96,84,47,91,13,51,36,24,35,10,48,34,27,84,77,80,46,47,10,70,36,18,92,87,45,83,88,83,76
